fitnessCallNoOverall,fitnessCallNoByClusterGroup,dependentClusterGroup,searchStepName,iterationNumber,generationNumber,computedFitnessScore,computedInconsistenciesObjectiveScore,computedAestheticObjectiveScore
247,247,"[C8, C17, C7, C39, C15, C25]",avm,1,1,1.9100000999488544E7,1000000.0,622.3600771987866
248,248,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9994885442946,796.0,622.3600771987866
249,249,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9998636788579,796.0,2335.0
250,250,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9998636788579,796.0,2335.0
251,251,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9997633970559,796.0,1345.3333333333333
252,252,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9997633970559,796.0,1345.3333333333333
253,253,"[C8, C17, C7, C39, C15, C25]",mutation,1,1,895.9970540245315,895.0,108.04597701149424
254,254,"[C8, C17, C7, C39, C15, C25]",mutation,1,1,895.9996927511705,895.0,1036.0
255,255,"[C8, C17, C7, C39, C15, C25]",mutation,1,1,895.5,895.0,0.0
256,256,"[C8, C17, C7, C39, C15, C25]",mutation,1,1,835.9990450732063,835.0,333.3333333333332
257,257,"[C8, C17, C7, C39, C15, C25]",mutation,1,1,864.9990888100666,864.0,349.3333333333332
